,marathi_text,label
2136,हे खुप वाईट आहे.,-1
2137,"देवा, आज मला जंगली वाटत आहे!",-1
2138,अरे खोलीत कोणी नाही.,-1
2139,आपल्या कार्यालयातून चोरीला गेलेल्या ख्रिसमसच्या भेटवस्तूंची आपण सर्वांनी अपेक्षा करावी का?,-1
2140,"मी उद्या न्यूयॉर्कला जात आहे, ज्याचा मला तिरस्कार आहे.",-1
2141,मला माफ करा मी आधी तुझ्यावर खूप कठोर होतो.,-1
2142,"हे थांबवा, थांबवा, थांबवा.",-1
2143,नाही ते असे करत नाहीत.,-1
2144,"- नाही, मी त्याचा तिरस्कार करतो.",-1
2145,- तू काही करू नकोस.,-1
2146,माझ्या आईवडिलांचा घटस्फोट झाला तेव्हाची गोष्ट तुम्हाला माहीत आहे.,-1
2147,असे दिसते की कदाचित तुमच्या जवळच्या समस्या आहेत... ...तुम्ही तुमच्या विनोदाचा वापर लोकांना दूर ठेवण्यासाठी करता.,-1
2148,माझ्याकडे असे काही प्रकारचे बीकन आहे की फक्त कुत्री ... ... आणि गंभीर भावनिक समस्या असलेले पुरुष ऐकू शकतात?,-1
2149,"म्हणजे, एक माणूस म्हणत आहे, ""चुप राहा!",-1
2150,तो कापून टाका!,-1
2151,ते अस्ताव्यस्त झाले असावे.,-1
2152,माझी इच्छा आहे की गोष्टी वेगळ्या असत्या.,-1
2153,अशा संधीसाठी मी सात वर्षे वाट पाहिली... ...आणि तुम्ही कांद्याच्या टॅर्टलेटसाठी साडेचार मिनिटेही थांबू शकत नाही?,-1
2154,आपण खरोखर नरक त्या साठी पडणे वाटते?,-1
2155,मी आता इथे राहत नाही.,-1
2156,तुम्हाला माहित आहे की पोहणे ही एक मिथक आहे.,-1
2157,"बरोबर, त्यांनी मला चिरडले.",-1
2158,हे थोडे जुने आहे पण... मी नुकतीच उघडलेली चुट तुम्ही बंद करत आहात.,-1
2159,पुन्हा तोच विचित्र आवाज.,-1
2160,"ठीक आहे, क्षमस्व.",-1
2161,"आई, तुझी नखे चावू नकोस!",-1
2162,आम्ही का घाबरणार?,-1
2163,आणि मी वेडापिसा आहे?,-1
2164,तिला माहित नव्हते.,-1
2165,अद्याप काहीही झाले नाही आणि आपण आधीच तसे आहात ...,-1
2166,मला काळजी वाटत होती... मोनिका.,-1
2167,मी आज सोडले.,-1
2168,आपण इतके अविश्वसनीयपणे असंबद्ध आहात असे आपल्याला कधी वाटते का?,-1
2169,"तू दूर आहेस, मित्रा.",-1
2170,"पण मला ते पटत नाही, मला त्यात सहभागी व्हायचं नाही.",-1
2171,जेव्हा तुम्ही डेंटिस्टकडे गेलात तेव्हा या लोकांचा मृत्यू झाला.,-1
2172,ती पिझ्झा निवडत आहे हे दुर्दैवी आहे.,-1
2173,तू मूर्ख मुत्सद्दी.,-1
2174,- त्याच्याकडे कोणीही नाही.,-1
2175,पण... ...दुर्दैवाने... ...माझी कंपनी... ...माझी परदेशात बदली करत आहे.,-1
2176,काय आता तू माझ्याशी बोलत नाहीस?,-1
2177,मी तुमच्या स्टोअरमध्ये 20 मिनिटे टाय मिळवण्याच्या प्रयत्नात आहे.,-1
2178,- सर्व ठीक नाही.,-1
2179,बिग बुलीज!,-1
2180,"ती ओरडली, मी ओरडलो.",-1
2181,हे माझ्यासाठी किती महत्त्वाचे आहे हे तुला समजत नसेल तर... ...कदाचित आपण लग्नच करू नये!,-1
2182,मला एक समस्या आहे.,-1
2183,"अहो, हे खूप अन्यायकारक आहे.",-1
2184,मला माफ करा पण तुम्ही आता त्याच्यासोबत काम करत नसाल तर.,-1
2185,"एकदा, मी माझ्या आईच्या पर्समधून वरच्या मजल्यावरील सिगारेट चोरी करीत होतो ... ... आणि अचानक मी पाहतो ... ... आणि तेथे वडिलांचे डोके आहे, खिडकीच्या मागे जात आहे.",-1
2186,तुम्हाला माहीत आहे... ...एकपत्नीत्व ही अवघड संकल्पना असू शकते.,-1
2187,- हा खरोखर एक आजार आहे.,-1
2188,- प्रत्येकजण या शूजांचा तिरस्कार करतो का?,-1
2189,मला ब्रेक घ्यायचा नाही.,-1
2190,"मला माफ करा, पण मी कामाच्या मध्यभागी आहे आणि माझ्यात व्यत्यय आणू नका.",-1
2191,आणि मला आशा आहे की ती त्याच्या गाढवावर लाथ मारू शकते.,-1
2192,"फीब्स, मला माफ करा.",-1
2193,"उद्या कदाचित आपण गाडी भाड्याने घेऊ शकतो, काही पिल्लांवर धावू शकतो.",-1
2194,डोनाल्ड डकने कधीही पँट घातली नाही.,-1
2195,- आम्ही लोकांना काढून टाकणार आहोत.,-1
2196,तिचा मृत्यू झाला असावा.,-1
2197,तुम्हाला भयंकर वाटले पाहिजे.,-1
2198,तुमची व्यवस्था नाही!,-1
2199,आणि मला त्याचे कारण बनायचे नाही.,-1
2200,मला मूर्खपणा वाटतो.,-1
2201,अविरत संख्यात्मक संदर्भ पुरे!,-1
2202,मी त्यांना भेटायला का भाग पाडू?,-1
2203,होय मी तिच्याशी प्रेमसंबंध ठेवण्याचा विचार करत आहे.,-1
2204,"अरे, तुम्ही जुळे आहात? ते त्रासदायक असावे.",-1
2205,"आपण मला सांगत आहात की आपण इतके अविश्वसनीय गर्विष्ठ आहात ... ... की आपण कबूल करू शकत नाही की एक किशोरवयीन, लहान शक्यता आहे ... ... आपण याबद्दल चुकीचे असू शकते?",-1
2206,तर मी फक्त एक रिकामी फुलदाणी आहे?,-1
2207,अगं गडद आई मी पुन्हा एकदा तुझ्या धुरकट चहाला दूध पाजतो.,-1
2208,माझे राज्य अचानक राणीशिवाय आहे.,-1
2209,सुरूवातीच्या पत्त्यादरम्यान ते भांडणात पडले.,-1
2210,हे तिच्या उपासनेच्या घरात राहेलची फसवणूक करण्यासारखे आहे.,-1
2211,"पण तुम्हाला माहिती आहे, रेचेलचे ड्रेडेलशी जुळत नाही.",-1
2212,"रॉस, ही तुझी चूक आहे",-1
2213,"क्षमस्व, ते मेण होते.",-1
2214,हे चुकीच्या अपार्टमेंटमध्ये स्पष्टपणे आहे.,-1
2215,तिला आमच्या गुंतागुंतीच्या समस्येची जाणीव आहे का?,-1
2216,जाणून घ्या कशामुळे खाज सुटते?,-1
2217,": डी मॅन, हे विचित्र आहे.",-1
2218,मला उलटी होणार आहे,-1
2219,दुसर्‍या दिवशी मी माझ्या स्वत: च्या सामग्रीवर पूर्णपणे टांगलेले होते.,-1
2220,आमच्या हायस्कूलच्या दिवसांचे दुःख मी कसे विसरू शकेन?,-1
2221,जर ते आपण नसेल तर ही एक भयानक कथा आहे.,-1
2222,मी खरच ही जागा उध्वस्त केली आहे ना?,-1
2223,"तुम्हाला माहीत आहे, या प्रकारचा सहनिर्भर... ...भावनिकदृष्ट्या स्टंटेड... ...तुमच्या मूर्ख कॉफीहाऊसमध्ये, तुमचे मूर्ख मोठे कप घेऊन बसले आहे... ...ज्याला, मला माफ करा, कदाचित स्तनाग्र देखील असतील त्यांच्यावर.",-1
2224,तर जर तुमच्या पालकांनी घटस्फोट घेतला नसता.,-1
2225,"बरं, तीही खरी मासा नाही.",-1
2226,आपण नुकतीच आपली संपूर्ण विश्वास प्रणाली सोडली!,-1
2227,मला कुटुंब तोडणारा माणूस व्हायचे नाही.,-1
2228,मी सुरूवातीस आवडत असलेल्या ब्रेसलेटची जागा बदलण्यासाठी मी नुकतेच $ 400 सोडले.,-1
2229,तुम्ही रेषेच्या इतक्या पुढे गेला आहात की तुम्हाला ओळ दिसत नाही!,-1
2230,तू मला इथे का सहन करू शकत नाहीस?,-1
2231,आणि थोडे भयावह.,-1
2232,मी विचार केला नसता तर यापैकी काहीही झाले नसते.,-1
2233,"नाही, ते मला खाली आणेल!",-1
2234,आपण मला फोनवर सांगू शकत नाही?,-1
2235,हे काही प्रकारचे लिंगवादी माणूस गोष्टीसारखे आहे का?,-1
2236,मला तुमचा प्रतिसाद ऐकण्यात रस नाही.,-1
2237,हा अयशस्वी प्रयत्न आहे.,-1
2238,म्हणजे ते विचित्र असेल.,-1
2239,मी फक्त चिंताग्रस्त आहे.,-1
2240,बहुधा स्वतःला मारून टाकेन.,-1
2241,एकदा तू माझा विश्वासघात केलास की मी त्या स्त्री सारखी होते.,-1
2242,ती कामावरून निघाली होती आणि तिला एका कॅबने धडक दिली.,-1
2243,...मी चुकून माझा फोन बंद केला.,-1
2244,तो धुंदीत सैतान आहे.,-1
2245,मला माफ करा मी खूप वेडा आणि ईर्ष्यावान होतो आणि. . . .,-1
2246,ती माझ्या कॉल्सकडे दुर्लक्ष का करत आहे आणि ते का परत करत नाही?,-1
2247,कारण प्रत्येक वेळी मी डेंटिस्टकडे जातो तेव्हा कोणीतरी मरतो.,-1
2248,मला भीती वाटत होती की तू अजूनही माझ्या बहिणीवर टांगलेला आहेस.,-1
2249,ही निश्चितपणे अशी परिस्थिती नाही जिथे आपण शेतावर सट्टा लावू इच्छित असाल.,-1
2250,हे भयंकर आहे.,-1
2251,भयानक हॅलोविन येण्यासाठी फक्त अकरा दिवस बाकी आहेत.,-1
2252,मी तुमच्यावर विश्वास ठेवू शकत नाही.,-1
2253,माझा रूममेट खरोखर आजारी आहे.,-1
2254,"अरे देवा, आम्ही येथे जाऊ.",-1
2255,"मी येथे आहे, माझ्या कष्टाने कमावलेला माल काही ट्रिगर-आनंदी ठगांसह सामायिक करण्यास भाग पाडले आहे ज्यांना वाटते की तो फक्त आत जाऊ शकतो आणि मला बंदुक घेऊन धमकावू शकतो",-1
2256,. . . . .जोपर्यंत ती जीभ माझ्या भावांच्या घशाखाली ठेवत नाही.,-1
2257,पैसा इतका अव्यवसायिक आहे.,-1
2258,हे पूर्णपणे क्रूर आहे.,-1
2259,हे स्थूल आहे!,-1
2260,माझ्या एका क्लायंटचा आज मसाज टेबलवर मृत्यू झाला.,-1
2261,"आपण फक्त करू शकत नाही, आपण करू शकत नाही!",-1
2262,-फक्त सेक्ससाठी नाही.,-1
2263,"मृत व्यक्तीच्या मांडीला 20, 30 वेळा मार लागला.",-1
2264,मी मला कामावर ठेवलंही नसतं.,-1
2265,जे काही चुकलं त्याची जबाबदारी मी घ्यावी अशी तिची इच्छा आहे.,-1
2266,- तुझ्याशिवाय हे करू शकलो नाही.,-1
2267,हे अंगठ्यापेक्षा वाईट आहे.,-1
2268,हे स्पष्ट आहे की तुमच्यासाठी हा खूप कठीण काळ आहे.,-1
2269,जे लोक असे करतील त्यांच्याबरोबर मी काम करू शकत नाही.,-1
2270,ते दार अनेक वेळा फोडल्याने तुटणार आहे!,-1
2271,तू फक्त मला चुंबन देऊ शकत नाहीस आणि ते सर्व दूर करू शकत नाहीस.,-1
2272,"हे खूप, खूप मनोरंजक नाही.",-1
2273,"बाहेर जा, बाहेर जा!""",-1
2274,हे क्रूर आहे!,-1
2275,"मला माफ करा, श्री. गेलर.",-1
2276,"मी आता त्याच्यावर खरोखर ""काहीही"" नाही.",-1
2277,"- अरे, मग तुला वाटतं की मी अयशस्वी आहे?",-1
2278,"नाही, मला नाही वाटत.",-1
2279,"नाही, माझ्या आईच्या ब्रेकफ्रंटमध्ये डिशचा हा मोठा ढीग.",-1
2280,"थांबा, मी करू शकत नाही... खरं तर, मला काय होते ते पहायचे आहे.",-1
2281,"जॉय, मी खूप भित्रा आहे.",-1
2282,मला वाटते की तो एक तपकिरी नाक करणारा शोषक आहे.,-1
2283,- तीव्र आणि भितीदायक.,-1
2284,ते निराशाजनक होते.,-1
2285,"दुर्दैवाने, मी ऑर्थोडॉन्टिस्ट सोडला.",-1
2286,तुम्हाला आणखी एक पैसा वाया घालवायचा आहे,-1
2287,ही समस्या आहे का?,-1
2288,आणि हे मालिश करणारा म्हणून माझ्या शपथेच्या विरुद्ध आहे.,-1
2289,माझे आयुष्य अधिकृतपणे उदास आहे!,-1
2290,मी त्याच्यासोबत गाडीत बसणार नाही.,-1
2291,"अरे, नाही, मला नाही.",-1
2292,तू चांगला नसतास तर आईने तुला कामावर ठेवले नसते.,-1
2293,"अं... मोनिका, अं, तू मला घाबरवत आहेस.",-1
2294,तुम्ही अगं खूप दयनीय आहात.,-1
2295,"मी करेन, पण मला माझा सकाळचा आजार संध्याकाळी होतो.",-1
2296,तू कोड मोडलास.,-1
2297,ती नेहमीच फ्रायडियन दुःस्वप्न राहिली आहे.,-1
2298,जणू काही खरंच तुमच्याकडे पाठवण्याचा त्याचा काही हेतू होता.,-1
2299,नाही तुम्ही मला समजले नाही!,-1
2300,"- पण, होय, त्यामुळे ते काम करणार नाही.",-1
2301,लग्नाआधी तू मला भेटू शकत नाहीस.,-1
2302,नाही ते खरे नाही.,-1
2303,"दुर्दैवाने, ती माझ्या मुलाची अपेक्षा करत आहे.",-1
2304,-गंधयुक्त मांजर दुर्गंधीयुक्त मांजर -कचऱ्याच्या डब्यात दुर्गंधी येत आहे?,-1
2305,जेव्हा तो डायपरमध्ये त्याच्या कोपरापर्यंत असतो तेव्हा तुम्हाला नरकचा आनंद वाटतो.,-1
2306,मला असे वाटते की आपणास मद्यपान करण्याची समस्या असू शकते.,-1
2307,मी अशा लोकांपैकी एक नाही ज्यांना दिवसातून 24 तास एकत्र घालवायचे आहे.,-1
2308,-त्याने माझे सार घेतले!,-1
2309,मोनिकाला अजून खूप विचित्र वाटतंय तुला माहीत आहे का?,-1
2310,तू मला सांगितले नाहीस यावर माझा विश्वास नाही.,-1
2311,मी बाथरूमची लाईट बंद करायला विसरलो.,-1
2312,तिथेच कचराकुंडी आहे.,-1
2313,आम्ही अडचणीत आहोत.,-1
2314,कोणाच्या तरी जीवनावर ती सत्ता असणे मला पटत नाही.,-1
2315,ती विमा फसवणूक आहे.,-1
2316,तो व्यावसायिक मला नेहमीच दु: खी करतो.,-1
2317,त्याला वाट पहायची इच्छा नव्हती.,-1
2318,- हे अविश्वसनीय आहे.,-1
2319,"नाही, हे करू नका!",-1
2320,समस्या असू शकते फक्त एक गोष्ट आहे.,-1
2321,मला जगणे इतके अवघड आहे का?,-1
2322,जॉर्ज बेलीने हा व्यवसाय नष्ट केला तेव्हा मी आनंदी होतो की नाही हे मला माहित नाही ... ... किंवा डोना रीड ओरडला किंवा फार्मासिस्टने कानात रक्तस्त्राव केला.,-1
2323,- मी नाही.,-1
2324,आणि जर मला ते दिसले नाही तर आपण लग्न रद्द केले पाहिजे.,-1
2325,आम्ही आतापर्यंत काय करत आहोत याबद्दल मी गोंधळून गेलो आहे.,-1
2326,"रॉस: बघ, मला त्रास द्यायचा आहे, ठीक आहे?",-1
2327,मी तिच्याशी कधीच संबंध तोडायला नको होता.,-1
2328,मला नको आहे.,-1
2329,तिला बाळांना ठेवायला मिळणार नाही.,-1
2330,"मग, जेव्हा तो तुम्हाला मारायला जाईल तेव्हा त्याच्या हाताला वास येईल.",-1
2331,त्याने खरोखरच अशा गोष्टी सांगितल्या ज्या केवळ अंशतः सत्य होत्या.,-1
2332,मला समजले की लोक निराश होणार आहेत.,-1
2333,"नाही, मी निर्दोष झाडांना त्यांच्या मुख्यतेत तोडल्याच्या विरोधात नाही.",-1
2334,"त्यांनी मला वैयक्तिक खरेदीमध्ये अडकवले, जे खूप मोठे पाऊल आहे.",-1
2335,त्याला काहीच मिळाले नाही!,-1
2336,मागच्या वेळी तू तिच्या बरोबर बाहेर गेलास तू म्हणालीस की ती मूर्ख होती!,-1
2337,तू इथे असणं मला सहन होत नाही... ...सर्व वेळ!,-1
2338,"अहो, तुम्हाला माहीत आहे, मला तुमच्यासोबत आणि तुमच्या कॅन्सरमुळे झाला आहे... ...आणि तुमचा एम्फिसीमा आणि हृदयविकार.",-1
2339,तुम्ही कवी आहात आणि तुम्हाला ते माहीत नाही.,-1
2340,मला माफ करा हे खूप वेळ घेत आहे.,-1
2341,"बरं, हायस्कूल हा माझा आवडता काळ नव्हता.",-1
2342,मी चुकीचा शब्द लिहिला आहे.,-1
2343,मी यावर विचार करत आहे यावर माझा विश्वास बसत नाही.,-1
2344,उंचीची भीती?,-1
2345,"पहा, तुम्हाला आत्ता खूप वेदना होत आहेत.",-1
2346,म्हणजे ब्रेकअप.,-1
2347,माझ्याकडे माकड नाही आणि तुटलेला पाय आहे.,-1
2348,आपण ते पाहू शकत नाही कारण आपल्याकडे बंद झाले नाही ... बंद!,-1
2349,तो गुदमरतोय.,-1
2350,- आपण त्याला कसे गमावू शकता?,-1
2351,पण तुम्ही माझी नवीन वैश्विक भाषा विकसित करण्यात मला मदत करू शकत नाही.,-1
2352,"दुर्दैवाने, फोबी मुक्काम करत असल्याने, आम्ही झोपेच्या मेजवानीत अडकलो आहोत.",-1
2353,ती एक व्यंगचित्र आहे आणि तुमच्या लीगमधून बाहेर पडली आहे हे तुम्हाला समजले आहे?,-1
2354,मातृत्व पोशाखांची किंमत खूप जास्त आहे.,-1
2355,ती मूर्ख आणि वर्णद्वेषी आहे.,-1
2356,आपण कधीही खिडकीतून बाहेर का जात नाही?,-1
2357,ती पोरं स्वतःला विकतील!,-1
2358,"Pheebs, मला आणखी बदलाची अपेक्षा होती.",-1
2359,आपण शुद्ध वाईट आहात.,-1
2360,आणि तो आता माझ्याशी बोलतही नाही.,-1
2361,हे निळ्याच्या मध्यभागी स्मॅक-डॅब आहे!,-1
2362,तुर्की माझी झोप उडवते.,-1
2363,आणि मग मी तुझा मित्र अनुभवतो आणि तुला माझ्यावर वेड लावतो.,-1
2364,"- नाही, मॅम.",-1
2365,"माफ करा, नाही!",-1
2366,अहो जॉय पुरुष विनाकारण अनोळखी स्त्रियांना कधी छान असतात का?,-1
2367,"बघा, खूप उशीर झाला आणि माझी ऑडिशन झाली.",-1
2368,मी एकटाच मरणार आहे!,-1
2369,तू त्याला पूर्णपणे फसवलेस.,-1
2370,आम्ही जे केले ते चुकीचे होते.,-1
2371,मी स्वतःहून जगू शकत नाही.,-1
2372,मला माहित आहे की तू अजूनही माझ्यावर रागावला आहेस.,-1
2373,मी सध्या यातच अडकलो आहे.,-1
2374,चुंबन नसावे!,-1
2375,आणि मग मी काही चांगले आणू शकलो नाही म्हणून त्यांनी मला काढून टाकले.,-1
2376,"खडक, कठीण जागा... ...मी.",-1
2377,स्कॉटला माझ्याबरोबर का झोपायचे नाही.,-1
2378,"तुम्हाला माहीत आहे, जेव्हा महत्त्वाचे निर्णय घ्यावे लागतात आणि गोष्टी चुकल्यासारखे वाटते?",-1
2379,"उष्णता निघून गेल्यावर, तुम्ही अडचणीत असाल.",-1
2380,मी जाईन आणि अपरिहार्य नकाराचा सामना करेन.,-1
2381,याचा प्रत्येक इंच खाली चिकटलेला आहे!,-1
2382,मला भीती वाटली त्या रात्री तिथे बर्फ होता.,-1
2383,जगाच्या इतिहासातील हे सर्वात वाईट ब्रेकअप!,-1
2384,मी चुकून तुमची माहिती त्याच्यासोबत शेअर केल्याचे दिसते.,-1
2385,मी कधीही सर्वोत्तम माणूस होऊ शकणार नाही!,-1
2386,आपण ते गमावू इच्छित नाही!,-1
2387,"पण, पहा, ही केवळ एक वाईट योजना होती, तुम्हाला माहिती आहे?",-1
2388,"तुम्ही त्या छिद्रातून लोकांना पाहू शकत नाही, बरोबर?",-1
2389,तू खूप भयानक दिसत आहेस,-1
2390,तुझे ओठ टक्कल पडले.,-1
2391,पण तरीही मला तुझ्यावर राग आहे.,-1
2392,आपल्या सहकर्मचाऱ्यांच्या बायकांना फूस लावणारा बदमाश प्रोसेसर... ...आणि मग त्याबद्दल हसतो.,-1
2393,"अहो, ट्रॅव्हिस, तू त्या बंदुकीने काय करीत आहेस?",-1
2394,"माझ्या भीतीने, जेव्हा मी ते उघडले तेव्हा ते तिथे होते... फक्त तिथेच तरंगत होते",-1
2395,"नाही, हे ठिकाण मंगळवारपर्यंत खुले नाही.",-1
2396,मला त्या मुलाच्या पँटमधून कॉफी बाहेर काढावी लागेल ... ... आणि मी 7 ने रुग्णालयात परत येईन.,-1
2397,शेफ एमिलियोला काढून टाकल्याबद्दल मला वाईट वाटत असले तरी.,-1
2398,ते लहान आणि गुबगुबीत आहेत आणि स्पर्श करण्यासाठी खूप गोड आहेत पण लवकरच ते मोठे होतील आणि तुमचा खूप राग काढतील आता ते तुमच्यावर ओरडत आहेत आणि तुम्हाला का माहित नाही आणि तुम्ही रडता आणि तुम्ही रडता आणि तुम्ही रडता -,-1
2399,मला एक प्रकारचा त्रास झाला.,-1
2400,जर मोठ्या माशांची जागा पुन्हा वर आली.,-1
2401,"... मी तुला आता पाहू इच्छित नाही. """,-1
2402,रायन्स पाण्याखाली गेले.,-1
2403,पण तुम्हाला माहित आहे की मला खात्री आहे की यावेळी असे होणार नाही.,-1
2404,मला वाटले आमचे नाते संपले आहे.,-1
2405,त्यामुळे राहेल आणि माझे ब्रेकअप झाले.,-1
2406,मी फार उत्सुक नाही.,-1
2407,ते बुडत आहेत.,-1
2408,"नाही, नाही, ती गेली.",-1
2409,विचित्र,-1
2410,तिला पायऱ्या खाली ढकल!,-1
2411,नक्कीच आता मूर्ख दिसत आहे.,-1
2412,हे त्रासदायक काम तुम्ही कधी पूर्ण करणार आहात का?,-1
2413,मला नुकतेच काढून टाकले.,-1
2414,तो माझा द्वेष करतो.,-1
2415,मी मध्यरात्री जागा झालो आणि मला आग विझत असल्याचे दिसले.,-1
2416,ही कंपनी रफ नंबरवर बांधलेली नाही.,-1
2417,आणि मला सांगायला लाज वाटते.,-1
2418,मी माझे जाकीट आणि गोष्ट आणि दिवा घालत होतो आणि तो तुटला.,-1
2419,येथे पाहण्यासारखे काही नाही.,-1
2420,मिनीमुळे आम्ही अडकलो होतो.,-1
2421,- खूप विचित्र.,-1
2422,आपण फक्त माझ्याबद्दल आपल्या भावना दूर करणार आहात?,-1
2423,ते जुळले तर मला पर्वा नाही.,-1
2424,जॉय तुला मारेल.,-1
2425,मी गोंधळलो होतो.,-1
2426,मी स्वतःचा तिरस्कार करतो.,-1
2427,"तू लहान होतास, तुला माहीत आहे... ते खूप अन्यायकारक आहे!",-1
2428,"येथून बाहेर पडा, मांजर!",-1
2429,"नाही, ते नाही.",-1
2430,आपले अनुसरण करीत नाही.,-1
2431,"मक्तेदारी खेळू शकलो असतो, पण नाही, मला ते आवडत नाही",-1
2432,"अशा प्रकारे, मी त्यांना एका चित्रपटाद्वारे तोडू शकतो.",-1
2433,"आणि नेहमीप्रमाणे, शो नंतर कोणीही माझ्याशी बोलत नाही.",-1
2434,सेंट्रल पार्कमध्ये बोटी भाड्याने घेऊन आम्ही पैसे वाया घालवले ते मी विसरू शकत नाही.,-1
2435,तो विचारतोय की तू बिघडला आहेस.,-1
2436,तो तुमचा तिरस्कार करतो असे दिसते.,-1
2437,"मला माफ करा, सुसान आहे का?",-1
2438,तो अजूनही रडत का आहे?,-1
2439,ते एक कठीण आहे.,-1
2440,"दुर्दैवाने, ते बरोबर आहे.",-1
2441,तिच्याबरोबर ब्रेकअप केले.,-1
2442,"क्षमस्व, पण ते खरे नाही.",-1
2443,मला वाटत नाही की आपण हे यापुढे ऐकावे.,-1
2444,मी Jill Goodacre सह ATM वेस्टिब्युलमध्ये अडकलो आहे.,-1
2445,तुम्ही खरेच हे शब्द बोलत आहात का?,-1
2446,"यार, तू मला हरवलेस!",-1
2447,उशीर होतोय.,-1
2448,"गैरसोयीबद्दल आम्ही दिलगीर आहोत... ...आणि आशा आहे की तुम्ही हा फुटबॉल फोन... ...आमची मोफत भेट म्हणून स्वीकाराल.""",-1
2449,कोड तोडल्यावर काय होते ते पहा?,-1
2450,मी हे केले यावर माझा विश्वास बसत नाही.,-1
2451,आम्ही संवाद साधण्यास नकार देतो.,-1
2452,ते असे लंगडे निमित्त आहे.,-1
2453,बुटातल्या माणसासारखा तो कुंचला आहे.,-1
2454,मला वाटते की मोठ्या बहिणी-वाय फ्रँक्स नेहमी उशीरा वाटतात.,-1
2455,माझा चुलत भाऊ अथवा बहीण फुटबॉल शिष्यवृत्तीवर नरकात गेला.,-1
2456,ते प्रत्येकासाठी ते खराब करतात.,-1
2457,माफ करा मी ते चुकलो.,-1
2458,मला तुमच्या भीतीचा तिरस्कार आहे!,-1
2459,टीव्ही बंद करा.,-1
2460,आणि मी या नाशपातीसाठी पैसे दिले नाहीत.,-1
2461,खिडकीतून दिसणार्‍या उग्र दृश्याकडे टक लावून पाहा.,-1
2462,ते चांगले दिसत नाही.,-1
2463,नाही काहीच नाही.,-1
2464,हे इतके वाईट आहे की तिने त्या व्यक्तीला चोरले ... ... मी ज्या व्यक्तीबरोबर असावे अशी व्यक्ती असू शकते.,-1
2465,सॉकर संघाचे प्रशिक्षक आजारी आहेत.,-1
2466,दहा रुपये म्हणतात की मी माझ्या आयुष्यात ती स्त्री पुन्हा कधीही पाहणार नाही.,-1
2467,"दुर्दैवाने, ती घाणेरड्या मजल्यावरून चालत आहे.",-1
2468,"देवा, तू त्याबद्दल रडणार आहेस तर!",-1
2469,"आणि डेबी, ज्युनियर हायमधली माझी जिवलग मैत्रीण... ...लघु गोल्फ कोर्सवर वीज पडली.",-1
2470,मी इतका घाबरलो की तो नाही म्हणेल.,-1
2471,- नाही!,-1
2472,मी तुझ्यावर विश्वास ठेवत नाही.,-1
2473,तिथेच तुमची चूक आहे.,-1
2474,मला माहित आहे की आम्हाला खूप चांगले आहे असे काहीतरी फेकून देताना मी पाहू शकत नाही.,-1
2475,तू आता जवळजवळ मेला होतास!,-1
2476,"तर मांजरी दुर्गंधी येते, परंतु आपल्याला ते आवडते.",-1
2477,तुम्ही काहीतरी करा.,-1
2478,आणि कोणतेही मूर्ख किराणा प्रश्न विचारु नका.,-1
2479,तर मला तो नंबर दे नाहीतर मी तिथे येईन... ...आणि मी न्यू ग्लूकेनशायरपर्यंत तुझ्या चपळ गांडाला लाथ मारेन!,-1
2480,आपण कशाबद्दल बोलत आहात हे मला माहित नाही.,-1
2481,त्याला नातेसंबंधात संकट येत आहे आणि तो लाँग आयलंड सोडू शकत नाही.,-1
2482,"आपण नाही, रॉस.",-1
2483,फ्लिकिंग सोडा!,-1
2484,"बरं, तुम्ही माझ्याकडे दुर्लक्ष करून चार वर्षे घालवली म्हणून कदाचित.",-1
2485,फोबे मेले.,-1
2486,"सुमारे एक महिन्यापूर्वी, मला तुला दुखवायचे होते... ...माझ्या आयुष्यात मला कधीही कोणाला दुखवायचे नव्हते.",-1
2487,मला वाटते की खरोखर एक मूर्ख कल्पना आहे.,-1
2488,म्हणून मला वाटते आता आपण जाऊ शकत नाही.,-1
2489,मी फक्त जात नाही.,-1
2490,का... ...तुम्ही माझ्या स्तनांकडे पाहणे थांबवू शकत नाही?,-1
2491,"अरे, पण विचित्र गोष्टी होत्या ...",-1
2492,मी पोलिसांना बोलवणार आहे.,-1
2493,तिथेही नग्न स्त्रिया आहेत.,-1
2494,मी मांस खात नाही.,-1
2495,"तू मागे आहेस, तू चुकत आहेस!",-1
2496,तुमचा टेलर ... ... खूप वाईट माणूस आहे!,-1
2497,तुम्हाला हे सर्व अवकाश सामग्री खरोखरच आवडते ना?,-1
2498,"बरं, मला तू कमी आवडतोस.",-1
2499,त्या सर्व संकटात जॉयला जाणे तुम्हाला खरोखर आवडले असेल.,-1
2500,आपण अर्ध्या तासासाठी बाथरूममध्ये आहात.,-1
2501,"""प्रकारचे डिट्झी""?",-1
2502,"अरे, हे खूप दुःखी आहे.",-1
2503,आणि आता ते मला आता माझे मेल आणणार नाहीत.,-1
2504,"अरे त्या ऍप्रनमध्ये तुला बघ, तू वाईट दिसतोस.",-1
2505,या गोष्टी खाली पडत आहेत.,-1
2506,"चँडलर, गैरवर्तन करणार नाही यावर तुमच्यावर विश्वास ठेवता येणार नाही",-1
2507,मी ८ वर्षांची असताना मी तिला माझा ज्युडी जेटसन थर्मॉस घेऊ दिला नाही... ...म्हणून तिने ते बसखाली फेकून दिले.,-1
